client_id,client_type,acquisition_purpose,country,region,property_type,age,annual_income,budget_range,satisfaction_score,property_value,investment_horizon_years,num_prior_investments,risk_tolerance
CL00644,Individual,Portfolio_Diversification,UK,North_America,Residential,22.0,363936,2238421,3.773603413716176,5942819,7,11,Low
CL00645,Individual,Portfolio_Diversification,UK,Middle_East,Commercial,74.0,423444,1020631,4.962570948688716,772207,10,15,High
CL00646,Foreign_Investor,Flip_Resale,UAE,North_America,Commercial,68.0,243286,385291,2.111564503951024,7792139,3,14,Medium
CL00647,Corporate,Investment_Rental,UK,Middle_East,Industrial,22.0,67052,2635896,2.9927571966959166,5055536,12,9,Medium
CL00648,Institutional,Portfolio_Diversification,Australia,Europe,Commercial,38.0,480985,1749959,2.318121655095987,792064,3,3,Low
CL00649,Foreign_Investor,Flip_Resale,UAE,Middle_East,Industrial,23.0,76032,3970019,2.762412456236699,1015630,11,22,Low
CL00650,Corporate,Flip_Resale,USA,Asia_Pacific,Residential,50.0,325830,2288077,4.427800519477552,5537691,12,8,High
CL00651,Individual,Commercial_Use,Singapore,Asia_Pacific,Commercial,41.0,369125,4884973,3.7368363007539465,4475001,4,20,Medium
CL00652,Corporate,Commercial_Use,USA,North_America,Industrial,27.0,128802,3869484,4.529764765390327,3096878,16,19,Medium
CL00653,Corporate,Flip_Resale,USA,Middle_East,Mixed_Use,29.0,486477,1390906,1.8140444333275458,7669460,18,8,High
CL00654,Institutional,Commercial_Use,Australia,North_America,Industrial,50.0,426025,1535367,,6967533,4,20,Low
CL00655,Corporate,Portfolio_Diversification,Germany,North_America,Commercial,69.0,264337,1640450,1.2390490967135377,2135500,6,24,Medium
CL00656,Individual,Primary_Residence,Australia,Europe,Residential,72.0,202857,3821040,4.554397121748609,3122881,15,23,Medium
CL00657,Individual,Portfolio_Diversification,UAE,Europe,Commercial,54.0,459763,1789576,2.3162951178429116,1459989,1,19,Low
CL00658,Corporate,Flip_Resale,UAE,Asia_Pacific,Commercial,24.0,334962,3346849,2.258350533656266,318678,3,10,Low
CL00659,Institutional,Flip_Resale,USA,North_America,Industrial,,392566,365976,3.0483543067946557,4776160,5,10,Medium
CL00660,Corporate,Portfolio_Diversification,USA,Asia_Pacific,Mixed_Use,26.0,364071,1705196,4.762760750892927,4200501,17,6,Medium
CL00661,Corporate,Commercial_Use,Germany,Middle_East,Commercial,48.0,226753,4306771,1.1911254587256215,5961303,14,20,Medium
CL00662,Real_Estate_Fund,Commercial_Use,UK,North_America,Mixed_Use,65.0,371609,1145851,2.408923900282981,5429947,9,9,Low
CL00663,Institutional,Flip_Resale,Germany,North_America,Industrial,33.0,250934,177994,4.426287954733343,1125924,3,3,High
CL00664,Individual,Investment_Rental,Singapore,Middle_East,Mixed_Use,41.0,256599,4388506,2.584217909741867,953789,13,4,Low
CL00665,Individual,Commercial_Use,USA,Middle_East,Industrial,66.0,143221,2764921,1.796627590388268,320923,3,4,Medium
CL00666,Individual,Portfolio_Diversification,UAE,Asia_Pacific,Residential,41.0,329477,3641525,2.699176725325647,450406,11,10,Medium
CL00667,Individual,Commercial_Use,Singapore,Asia_Pacific,Mixed_Use,30.0,156457,1534730,2.5422100059666772,667961,2,8,Low
CL00668,Individual,Portfolio_Diversification,USA,Middle_East,Mixed_Use,60.0,308720,4739158,4.661664805866813,7697957,15,15,Low
CL00669,Individual,Flip_Resale,Germany,Asia_Pacific,Residential,25.0,149875,3893730,4.047737502972389,1185598,13,8,Medium
CL00670,Individual,Commercial_Use,UAE,Middle_East,Mixed_Use,72.0,331549,4171650,3.0204622229760254,2661902,19,21,High
CL00671,Individual,Portfolio_Diversification,USA,North_America,Residential,40.0,386144,4454489,4.953482266886285,7319158,16,3,Low
CL00672,Foreign_Investor,Flip_Resale,UAE,North_America,Commercial,59.0,496995,2058615,2.8611101251036932,3790377,18,1,Medium
CL00673,Individual,Investment_Rental,Australia,Europe,Industrial,48.0,61601,1078534,1.232951323281101,313944,7,13,Medium
CL00674,Corporate,Portfolio_Diversification,USA,North_America,Residential,66.0,360090,4568262,2.0490972872599396,2746105,13,2,Low
CL00675,Corporate,Investment_Rental,Germany,Middle_East,Mixed_Use,64.0,490572,2469320,2.7442819208772504,3172345,4,17,Medium
CL00676,Real_Estate_Fund,Investment_Rental,USA,Asia_Pacific,Residential,34.0,344260,3964376,1.6276104965844804,2840543,9,20,High
CL00677,Individual,Primary_Residence,Germany,Europe,Mixed_Use,34.0,134186,995668,,3119852,10,5,Medium
CL00678,Corporate,Commercial_Use,Singapore,Asia_Pacific,Commercial,43.0,355038,2779276,4.067395591271092,5874827,9,10,High
CL00679,Real_Estate_Fund,Portfolio_Diversification,UK,Middle_East,Residential,49.0,195707,1418155,2.0731488017110906,6950541,7,20,Low
CL00680,Foreign_Investor,Investment_Rental,UK,North_America,Commercial,73.0,299609,1084588,3.3632181340716634,4906004,15,17,Medium
CL00681,Foreign_Investor,Primary_Residence,Germany,Europe,Industrial,68.0,86754,4549399,,1508454,8,11,Medium
CL00682,Individual,Flip_Resale,UAE,Middle_East,Mixed_Use,74.0,259047,4102761,4.765115715627192,6944306,19,4,Medium
CL00683,Individual,Portfolio_Diversification,Singapore,Europe,Mixed_Use,66.0,122850,581632,4.526541396701642,7839969,11,8,Medium
CL00684,Institutional,Investment_Rental,USA,Europe,Commercial,43.0,401909,1409752,3.0607689045528548,4021018,5,19,Low
CL00685,Real_Estate_Fund,Commercial_Use,Canada,North_America,Industrial,64.0,246191,4131103,4.09861047917207,7985086,2,17,Medium
CL00686,Corporate,Primary_Residence,Singapore,Middle_East,Residential,40.0,384835,629954,3.24857901531034,1220804,10,18,Medium
CL00687,Corporate,Investment_Rental,Canada,Asia_Pacific,Residential,,68871,4150807,3.2108155601821604,6562083,16,2,Low
CL00688,Individual,Commercial_Use,USA,Europe,Mixed_Use,73.0,223946,3113337,1.4589678333527676,2587220,13,8,High
CL00689,Foreign_Investor,Investment_Rental,UAE,Europe,Commercial,29.0,321655,1511910,1.5045506320646083,2253627,8,3,Medium
CL00690,Individual,Portfolio_Diversification,UAE,Asia_Pacific,Commercial,63.0,373104,1511188,3.1181344600898298,7193907,9,16,Medium
CL00691,Individual,Portfolio_Diversification,UK,Middle_East,Residential,47.0,472037,4161367,2.0754461799160264,3248350,11,16,Low
CL00692,Corporate,Portfolio_Diversification,UAE,Europe,Industrial,69.0,357920,126505,1.0841476098418745,6062968,11,22,Low
CL00693,Corporate,Primary_Residence,USA,Europe,Industrial,72.0,279200,3806729,3.891356815600849,4585686,16,22,Medium
CL00694,Individual,Portfolio_Diversification,Singapore,Europe,Residential,47.0,231239,1750375,1.1299463867606598,5160281,10,1,Medium
CL00695,Individual,Commercial_Use,UAE,Middle_East,Residential,44.0,498351,1975530,3.381107364416218,7848812,12,8,Medium
CL00696,Institutional,Investment_Rental,USA,Middle_East,Commercial,64.0,336606,312204,3.1567751765092575,6957643,6,8,Medium
CL00697,Individual,Flip_Resale,Singapore,Asia_Pacific,Industrial,34.0,484598,628168,4.875258762311217,5360558,12,4,Low
CL00698,Corporate,Commercial_Use,UAE,Middle_East,Residential,49.0,264453,1073215,2.9368525573905666,6146652,10,14,Medium
CL00699,Individual,Commercial_Use,USA,Middle_East,Residential,30.0,62574,667827,1.2544057455111894,6109996,18,14,Medium
CL00700,Corporate,Portfolio_Diversification,Australia,North_America,Mixed_Use,41.0,132072,2437208,3.2067518712258467,7165591,18,2,Medium
CL00701,Corporate,Primary_Residence,Australia,Asia_Pacific,Residential,40.0,465126,1367633,4.364384682464406,3727643,4,18,Low
CL00702,Individual,Investment_Rental,UAE,Europe,Residential,69.0,234603,3784815,4.987397137125759,4774341,9,2,Low
CL00703,Individual,Primary_Residence,USA,Middle_East,Industrial,60.0,186258,4802104,2.72137269475629,2539911,7,5,Medium
CL00704,Individual,Investment_Rental,Germany,Europe,Commercial,,183885,2126182,,7969705,18,3,Low
CL00705,Individual,Investment_Rental,UAE,Europe,Industrial,33.0,239884,4738246,4.626613187807996,1876681,8,23,Low
CL00706,Real_Estate_Fund,Primary_Residence,UK,North_America,Commercial,36.0,246597,148784,1.7649685163044855,6704845,11,12,Low
CL00707,Individual,Commercial_Use,UAE,Middle_East,Mixed_Use,52.0,370426,2310186,3.4617156601317065,267408,7,12,Medium
CL00708,Foreign_Investor,Investment_Rental,UAE,Asia_Pacific,Residential,35.0,139779,2631196,2.622857696723791,786431,9,10,Medium
CL00709,Individual,Primary_Residence,UAE,Middle_East,Mixed_Use,32.0,48557,3300090,1.1643294598222211,6335237,8,4,Medium
CL00710,Institutional,Investment_Rental,UK,Europe,Commercial,47.0,189132,153997,2.389153897222791,3585504,3,0,Low
CL00711,Foreign_Investor,Flip_Resale,Singapore,Asia_Pacific,Industrial,63.0,482082,2190053,2.0609140900106984,949288,17,8,Medium
CL00712,Corporate,Commercial_Use,Canada,Middle_East,Industrial,48.0,364248,4475717,3.7443646157739474,1386541,2,16,Low
CL00713,Corporate,Portfolio_Diversification,UK,Europe,Mixed_Use,32.0,261977,900981,4.795161990767673,2186721,15,21,High
CL00714,Corporate,Investment_Rental,Singapore,Europe,Commercial,59.0,167152,3040504,2.072188749514551,7722330,14,0,Medium
CL00715,Individual,Flip_Resale,Canada,North_America,Mixed_Use,55.0,174926,1562108,4.245863756606727,1790913,18,2,Medium
CL00716,Real_Estate_Fund,Portfolio_Diversification,UAE,North_America,Mixed_Use,64.0,414157,4843216,1.221439267753638,6237494,16,14,Low
CL00717,Foreign_Investor,Portfolio_Diversification,UK,North_America,Residential,40.0,228767,670993,3.1524840401592527,6313185,4,20,Low
CL00718,Real_Estate_Fund,Investment_Rental,Singapore,Europe,Mixed_Use,27.0,188097,1350469,1.2822002548395783,6127671,6,22,Medium
CL00719,Individual,Primary_Residence,UAE,Middle_East,Residential,67.0,214054,4177348,4.736131964522557,6087989,6,9,Medium
CL00720,Institutional,Investment_Rental,Germany,North_America,Residential,73.0,71081,4994450,4.065405122229561,7694861,11,7,Low
CL00721,Real_Estate_Fund,Flip_Resale,UAE,Middle_East,Industrial,59.0,427584,2273577,3.6317996448183694,467798,17,11,High
CL00722,Individual,Portfolio_Diversification,Australia,North_America,Residential,70.0,260693,2693449,4.295585526498657,1401222,3,24,High
CL00723,Individual,Investment_Rental,USA,Asia_Pacific,Residential,63.0,411325,1688858,3.5900791822806526,640783,13,21,Medium
CL00724,Institutional,Primary_Residence,USA,Asia_Pacific,Industrial,49.0,319238,1118543,4.875777588697165,5186117,3,14,High
CL00725,Corporate,Investment_Rental,Singapore,North_America,Mixed_Use,22.0,469256,4406219,3.855831791459086,1257177,16,8,Low
CL00726,Foreign_Investor,Commercial_Use,UK,Europe,Commercial,56.0,358910,485105,4.6986344383289875,7636186,15,23,Low
CL00727,Individual,Primary_Residence,USA,North_America,Commercial,61.0,375197,3525077,3.068527568042552,7111464,11,24,Low
CL00728,Foreign_Investor,Flip_Resale,UK,North_America,Commercial,29.0,185063,4613125,1.4682576519274506,936796,18,9,Medium
CL00729,Individual,Portfolio_Diversification,UK,Europe,Mixed_Use,73.0,293445,4327234,3.1127108856920684,5558520,15,19,Low
CL00730,Individual,Investment_Rental,USA,Asia_Pacific,Residential,68.0,189682,1221889,1.5074913122523732,7438606,5,8,High
CL00731,Individual,Primary_Residence,Australia,Middle_East,Commercial,28.0,111463,849211,3.36997391670562,4809014,16,14,Low
CL00732,Foreign_Investor,Commercial_Use,USA,North_America,Mixed_Use,32.0,195750,3358881,2.9299722421106518,5662460,16,22,Medium
CL00733,Institutional,Primary_Residence,Singapore,Europe,Residential,60.0,316610,3731453,3.490301591331127,3644585,17,20,High
CL00734,Corporate,Commercial_Use,Germany,North_America,Industrial,25.0,464091,4050476,1.0401879242193264,2142834,9,20,Low
CL00735,Corporate,Flip_Resale,Canada,Europe,Commercial,46.0,56081,2093384,1.7793619666214564,7514576,3,0,Low
CL00736,Foreign_Investor,Portfolio_Diversification,USA,Middle_East,Residential,33.0,54354,2285028,2.9653217276485235,4273412,13,1,Medium
CL00737,Corporate,Flip_Resale,Canada,Middle_East,Commercial,47.0,123297,4903958,,5456175,3,18,Low
CL00738,Foreign_Investor,Investment_Rental,UAE,Asia_Pacific,Commercial,59.0,310444,637691,2.5344361614206337,5798734,7,13,Low
CL00739,Corporate,Primary_Residence,Singapore,Europe,Commercial,67.0,94384,3587924,2.6974881042145387,5065379,6,7,Low
CL00740,Corporate,Commercial_Use,Singapore,Europe,Residential,33.0,387171,872838,3.8587843560264887,6510865,9,5,Medium
CL00741,Corporate,Commercial_Use,Germany,Asia_Pacific,Mixed_Use,64.0,151684,361420,3.415171029144472,4069736,12,11,High
CL00742,Individual,Primary_Residence,UK,Asia_Pacific,Residential,72.0,353036,577843,2.195704600393333,5344914,15,14,High
CL00743,Institutional,Primary_Residence,Singapore,Europe,Commercial,74.0,65525,4629943,2.643265582269711,4866302,3,13,Low
CL00744,Corporate,Investment_Rental,UAE,Asia_Pacific,Residential,58.0,449748,2360156,1.8707991954289298,2623055,10,20,Medium
CL00745,Individual,Flip_Resale,Germany,Middle_East,Industrial,67.0,36464,4652538,4.864085836520834,1477877,1,0,Medium
CL00746,Foreign_Investor,Commercial_Use,Australia,North_America,Mixed_Use,74.0,46562,4690905,1.522537526229439,7666669,19,10,High
CL00747,Corporate,Investment_Rental,USA,Middle_East,Residential,45.0,399536,1925260,2.4873471382656778,7166812,19,24,Low
CL00748,Corporate,Flip_Resale,Australia,Asia_Pacific,Industrial,37.0,85514,2165306,1.1033558888800448,4326852,13,2,Medium
CL00749,Real_Estate_Fund,Investment_Rental,USA,Europe,Mixed_Use,34.0,405572,4875833,1.8871179677341856,2837328,12,18,Medium
CL00750,Institutional,Commercial_Use,USA,Europe,Industrial,46.0,142564,3947593,4.121884553520619,6628623,1,17,High
CL00751,Individual,Primary_Residence,USA,Middle_East,Mixed_Use,73.0,400191,4287694,1.8047009291555178,2049955,19,19,Low
CL00752,Real_Estate_Fund,Primary_Residence,UK,Europe,Residential,25.0,497435,1312980,1.3202536101158624,5873218,16,1,Low
CL00753,Institutional,Flip_Resale,Singapore,Asia_Pacific,Industrial,32.0,62634,3199834,2.897812719378093,2055888,15,24,Low
CL00754,Individual,Portfolio_Diversification,USA,Middle_East,Commercial,,292204,1355973,1.039876938938074,4348811,16,6,Low
CL00755,Individual,Flip_Resale,USA,Europe,Industrial,70.0,301413,3664507,1.3390646177053327,6282446,11,7,Medium
CL00756,Foreign_Investor,Portfolio_Diversification,Australia,North_America,Mixed_Use,28.0,224215,4399489,4.230503478251901,5436868,6,18,Medium
CL00757,Institutional,Investment_Rental,Germany,North_America,Residential,67.0,53065,3282132,4.085893379438426,6802021,11,21,Medium
CL00758,Corporate,Investment_Rental,Germany,Asia_Pacific,Mixed_Use,32.0,295039,4349486,4.660555281619584,822225,3,14,Low
CL00759,Foreign_Investor,Commercial_Use,Canada,Europe,Industrial,49.0,373003,3540863,4.418061743642998,3660463,15,9,Low
CL00760,Foreign_Investor,Portfolio_Diversification,Singapore,Asia_Pacific,Industrial,62.0,173424,4997327,3.7327022529592724,1590334,1,21,Low
CL00761,Individual,Commercial_Use,USA,Middle_East,Commercial,44.0,472953,3138783,1.2093314292026514,2274365,7,0,Low
CL00762,Individual,Primary_Residence,UK,North_America,Residential,66.0,134127,3471189,4.13139447194663,3220610,1,5,Medium
CL00763,Individual,Portfolio_Diversification,Singapore,Middle_East,Residential,44.0,126426,1972508,4.382043243362242,3353178,17,12,Low
CL00764,Institutional,Flip_Resale,UK,Europe,Industrial,71.0,455232,3017369,4.196328583087817,547693,9,13,Low
CL00765,Individual,Primary_Residence,Singapore,Asia_Pacific,Residential,49.0,222376,4902738,3.0339161412321043,3882238,13,2,Medium
CL00766,Corporate,Primary_Residence,USA,Asia_Pacific,Commercial,64.0,41962,4866589,1.9316073545979267,2122613,11,10,Medium
CL00767,Foreign_Investor,Flip_Resale,UK,Asia_Pacific,Mixed_Use,68.0,63302,244375,4.381319902754907,2765880,6,2,Medium
CL00768,Foreign_Investor,Primary_Residence,UAE,Middle_East,Residential,47.0,377526,4329491,3.908651238960554,3974484,1,18,High
CL00769,Individual,Portfolio_Diversification,Singapore,North_America,Industrial,46.0,34011,757253,4.923044697555406,3308483,7,9,Low
CL00770,Foreign_Investor,Commercial_Use,UAE,Middle_East,Mixed_Use,,421860,3283818,1.6227703910237317,6049105,12,14,Medium
CL00771,Individual,Primary_Residence,Singapore,Middle_East,Mixed_Use,40.0,49782,3179578,1.9026583322082202,7632277,19,10,Medium
CL00772,Foreign_Investor,Portfolio_Diversification,USA,Europe,Commercial,54.0,228763,1618560,1.8471925995260108,3485705,17,14,Medium
CL00773,Individual,Investment_Rental,USA,Europe,Industrial,57.0,150654,1994420,4.170159070485347,5562049,4,23,High
CL00774,Corporate,Portfolio_Diversification,Canada,Europe,Residential,35.0,462941,641797,1.7476291858004727,1494091,3,12,Low
CL00775,Foreign_Investor,Commercial_Use,Singapore,North_America,Industrial,35.0,39196,4362957,1.2666393192932244,6676588,1,4,Medium
CL00776,Individual,Portfolio_Diversification,USA,North_America,Mixed_Use,56.0,73459,792289,4.9942432263425145,554470,18,3,Low
CL00777,Individual,Flip_Resale,Germany,Europe,Industrial,51.0,117245,3637498,1.0992688457805966,4479394,15,12,Medium
CL00778,Institutional,Commercial_Use,USA,Europe,Residential,49.0,108863,1896218,4.340976240635463,941624,8,8,Medium
CL00779,Institutional,Investment_Rental,UAE,North_America,Residential,38.0,415350,3784032,2.461467366202611,7229903,1,24,High
CL00780,Institutional,Flip_Resale,USA,Asia_Pacific,Commercial,,280463,2484318,4.3664618390312615,5238890,14,16,High
CL00781,Institutional,Portfolio_Diversification,Singapore,North_America,Residential,37.0,393154,652226,3.21848196484458,5068580,4,1,Medium
CL00782,Corporate,Commercial_Use,Singapore,North_America,Residential,67.0,62769,360710,4.606524917945441,1751207,5,23,Low
CL00783,Individual,Investment_Rental,USA,North_America,Industrial,51.0,399673,1380896,4.704771945658507,5200042,13,4,Medium
CL00784,Individual,Flip_Resale,Canada,Europe,Industrial,73.0,286433,2140403,1.036392725123104,5398709,15,15,Medium
CL00785,Individual,Investment_Rental,UK,Asia_Pacific,Mixed_Use,50.0,54700,3903074,1.301648703971153,1757245,6,6,Low
CL00786,Real_Estate_Fund,Portfolio_Diversification,UK,North_America,Commercial,66.0,276864,4246226,2.001434918283422,3145035,1,0,Medium
CL00787,Corporate,Investment_Rental,USA,Europe,Industrial,36.0,241428,1038193,3.6772616654540067,2459305,19,11,High
CL00788,Corporate,Primary_Residence,UK,Middle_East,Residential,67.0,499643,1505419,4.553088786046024,6721863,13,20,Medium
CL00789,Corporate,Flip_Resale,USA,Middle_East,Mixed_Use,46.0,261237,3962012,2.839767805175851,3006188,6,10,Medium
CL00790,Real_Estate_Fund,Investment_Rental,UAE,North_America,Industrial,72.0,297413,1643103,3.4278924650970617,2693628,15,11,High
CL00791,Individual,Portfolio_Diversification,Germany,Middle_East,Commercial,59.0,413775,3607145,1.7539994111822446,6353690,16,18,Low
CL00792,Corporate,Portfolio_Diversification,UAE,Asia_Pacific,Commercial,63.0,336024,1878244,4.219867335526741,634427,16,11,Low
CL00793,Corporate,Investment_Rental,USA,Middle_East,Mixed_Use,68.0,144003,4002216,4.869312445413879,2567714,10,11,Medium
CL00794,Institutional,Portfolio_Diversification,USA,Middle_East,Mixed_Use,74.0,169392,4882337,2.07439573165839,6139138,9,13,Medium
CL00795,Individual,Commercial_Use,USA,Asia_Pacific,Mixed_Use,73.0,79589,3241537,2.9793038064021853,4868740,9,1,Medium
CL00796,Foreign_Investor,Commercial_Use,UK,North_America,Mixed_Use,59.0,280606,1280859,1.3444644420254952,7360714,17,1,Low
CL00797,Real_Estate_Fund,Commercial_Use,Germany,North_America,Mixed_Use,44.0,237348,4687749,3.2365466258518736,4108905,17,24,Low
CL00798,Corporate,Primary_Residence,USA,Asia_Pacific,Residential,46.0,65897,3626844,3.0111337673867222,4941506,17,3,Low
CL00799,Institutional,Investment_Rental,Singapore,Asia_Pacific,Residential,63.0,219637,2080425,1.5777459366203104,5897991,12,19,High
CL00800,Real_Estate_Fund,Primary_Residence,Canada,Asia_Pacific,Industrial,28.0,192002,4850411,2.7682648524723,6366217,13,22,Medium
CL00801,Institutional,Portfolio_Diversification,UAE,Middle_East,Commercial,43.0,218305,1561742,2.336418608346253,4233372,12,15,Medium
CL00802,Individual,Primary_Residence,Germany,Asia_Pacific,Residential,38.0,243893,3041616,3.0873235012207574,6385291,14,9,Low
CL00803,Corporate,Portfolio_Diversification,UAE,Europe,Residential,39.0,306524,2574370,3.3426173417151968,1259229,10,12,Low
CL00804,Institutional,Portfolio_Diversification,Singapore,Middle_East,Residential,70.0,237968,2178937,1.033982314428838,4043623,19,1,Medium
CL00805,Corporate,Flip_Resale,UAE,North_America,Industrial,62.0,100934,3841372,4.044023931798222,4536897,2,2,Low
CL00806,Institutional,Commercial_Use,UAE,North_America,Mixed_Use,31.0,85830,627340,3.8520571674469632,6781915,4,18,Medium
CL00807,Real_Estate_Fund,Portfolio_Diversification,USA,North_America,Industrial,31.0,297673,1455097,2.465145544826089,5686099,19,5,Medium
CL00808,Real_Estate_Fund,Flip_Resale,UK,Middle_East,Commercial,28.0,282364,2155397,1.211743742275273,6341081,7,18,Medium
CL00809,Corporate,Commercial_Use,UK,Europe,Commercial,69.0,386742,1347486,4.0197301591402015,2239884,15,20,Medium
CL00810,Individual,Portfolio_Diversification,UAE,Asia_Pacific,Commercial,71.0,263294,2527115,4.82070064191253,5316352,15,19,Medium
CL00811,Real_Estate_Fund,Portfolio_Diversification,USA,Asia_Pacific,Commercial,59.0,112987,2048697,1.9606063840880568,4354099,6,18,Low
CL00812,Foreign_Investor,Primary_Residence,Canada,North_America,Residential,48.0,79178,1179037,2.2940984549481516,5981723,3,7,Medium
CL00813,Individual,Primary_Residence,Singapore,North_America,Residential,73.0,168009,4052910,1.7352515579272598,3530796,6,13,Medium
CL00814,Real_Estate_Fund,Commercial_Use,UK,Middle_East,Industrial,54.0,414096,4251951,3.3077444933793587,1661546,16,9,Low
CL00815,Foreign_Investor,Portfolio_Diversification,USA,Europe,Mixed_Use,22.0,69886,3255200,1.6193655785898198,7423820,2,2,High
CL00816,Corporate,Investment_Rental,Canada,Asia_Pacific,Commercial,65.0,79699,955695,2.424775773845518,4971699,7,5,Low
CL00817,Corporate,Primary_Residence,Germany,Middle_East,Industrial,74.0,106396,212036,3.788052055737052,6755129,11,14,Low
CL00818,Corporate,Commercial_Use,Singapore,Asia_Pacific,Residential,55.0,120678,4482978,3.2404639320373936,6322056,7,22,Low
CL00819,Individual,Portfolio_Diversification,UK,North_America,Residential,25.0,55279,2484819,2.545850257311741,1646030,4,22,High
CL00820,Individual,Portfolio_Diversification,UK,Asia_Pacific,Mixed_Use,38.0,461322,3931854,2.6809984072301676,2999090,7,17,Medium
CL00821,Foreign_Investor,Investment_Rental,USA,Europe,Mixed_Use,25.0,140776,989694,3.248443530492918,3462750,4,13,Medium
CL00822,Individual,Commercial_Use,USA,Europe,Mixed_Use,64.0,131444,690348,1.0234589115486452,161009,12,18,Low
CL00823,Individual,Portfolio_Diversification,Germany,North_America,Industrial,47.0,398444,2860911,1.3140394738144394,4522472,5,9,Medium
CL00824,Corporate,Primary_Residence,Singapore,Europe,Residential,25.0,143793,1471446,,1873480,19,14,Medium
CL00825,Corporate,Investment_Rental,UAE,Europe,Residential,22.0,408422,3524404,1.311515956365163,3849397,5,3,High
CL00826,Real_Estate_Fund,Commercial_Use,Canada,Middle_East,Mixed_Use,28.0,240809,1009121,,6831369,19,22,Low
CL00827,Individual,Investment_Rental,UAE,Asia_Pacific,Commercial,51.0,201616,3721301,4.68015265643621,2141367,3,1,Low
CL00828,Individual,Primary_Residence,UAE,North_America,Mixed_Use,71.0,395391,2240314,2.0827344172069244,5719634,11,2,Low
CL00829,Institutional,Commercial_Use,UK,North_America,Industrial,30.0,272262,4166981,2.481965748238057,7558154,7,6,High
CL00830,Corporate,Investment_Rental,Australia,North_America,Mixed_Use,56.0,38997,4567801,3.275685623378865,480328,17,22,Medium
CL00831,Individual,Flip_Resale,USA,North_America,Mixed_Use,29.0,136102,2309465,4.526835878554339,6874753,9,15,Medium
CL00832,Corporate,Primary_Residence,Australia,North_America,Industrial,45.0,377855,2225629,4.76762234904168,4559013,9,9,Medium
CL00833,Individual,Primary_Residence,Germany,Europe,Mixed_Use,40.0,408189,2283525,3.9582529924450722,7404272,10,18,High
CL00834,Individual,Primary_Residence,USA,Middle_East,Residential,57.0,70860,4174669,1.3464790434187761,2858668,13,16,High
CL00835,Corporate,Flip_Resale,UAE,North_America,Commercial,71.0,295369,793464,3.676616622139403,5203679,15,18,Medium
CL00836,Corporate,Flip_Resale,Canada,Middle_East,Mixed_Use,73.0,140114,818730,2.6412148874906483,1150294,5,4,Low
CL00837,Real_Estate_Fund,Portfolio_Diversification,UAE,Middle_East,Industrial,64.0,482686,1677415,2.8828039979642464,3348454,3,22,Low
CL00838,Corporate,Investment_Rental,Canada,Europe,Commercial,,143218,4362663,1.1965935613807082,5808307,8,19,High
CL00839,Corporate,Portfolio_Diversification,Australia,North_America,Industrial,53.0,392908,3693824,1.7642485573854327,1096984,10,12,Medium
CL00840,Institutional,Investment_Rental,UK,Europe,Commercial,35.0,137041,4768223,4.1620544301345905,2435362,13,12,Low
CL00841,Individual,Flip_Resale,UK,North_America,Commercial,39.0,404368,1458356,2.815835332191439,2992894,3,10,Medium
CL00842,Institutional,Flip_Resale,Australia,Europe,Mixed_Use,49.0,355800,1615719,2.2066489665245954,3600375,8,10,High
CL00843,Individual,Portfolio_Diversification,Singapore,Middle_East,Residential,50.0,475096,4241426,2.5360762958598326,6237205,9,15,Medium
CL00844,Real_Estate_Fund,Commercial_Use,USA,North_America,Mixed_Use,37.0,222150,916117,4.41759805330272,327265,12,14,Medium
CL00845,Individual,Portfolio_Diversification,USA,Asia_Pacific,Industrial,56.0,106290,937566,3.9959960696198276,5192094,11,16,High
CL00846,Corporate,Investment_Rental,UAE,Middle_East,Industrial,68.0,86633,1256543,2.089261588724331,3376585,2,21,Medium
CL00847,Individual,Portfolio_Diversification,Australia,Asia_Pacific,Commercial,52.0,318799,194455,1.4700073608494932,3678329,18,17,Low
CL00848,Real_Estate_Fund,Primary_Residence,Germany,Middle_East,Commercial,25.0,151118,1609639,2.007992886576287,3186773,9,18,High
CL00849,Corporate,Investment_Rental,Singapore,Europe,Residential,58.0,204673,1323981,4.683025804218935,5652285,2,3,High
CL00850,Corporate,Investment_Rental,USA,North_America,Mixed_Use,38.0,33114,2436798,3.3263553513990214,4534432,2,21,High
CL00851,Individual,Commercial_Use,UK,Middle_East,Industrial,60.0,318646,4484241,3.1339208349791314,1840792,3,21,Medium
CL00852,Institutional,Flip_Resale,Canada,Europe,Commercial,69.0,79768,2669464,3.385574398769846,1781570,16,22,Low
CL00853,Individual,Investment_Rental,USA,North_America,Residential,67.0,340272,2258344,2.464113062986061,2125556,19,4,High
CL00854,Foreign_Investor,Flip_Resale,UK,North_America,Industrial,47.0,443244,935165,4.228428081278051,3640678,4,6,Low
CL00855,Individual,Portfolio_Diversification,USA,Middle_East,Commercial,69.0,478781,3480889,3.0931449972009992,4923598,18,1,High
CL00856,Individual,Primary_Residence,Singapore,North_America,Industrial,60.0,113123,1834428,1.4669916110751822,1810102,18,0,High
CL00857,Individual,Commercial_Use,Australia,Middle_East,Residential,62.0,138255,3922069,1.5162604993162518,2495170,10,11,Medium
CL00858,Corporate,Flip_Resale,UK,North_America,Residential,25.0,196405,4580591,3.1474365860104734,1661710,11,9,High
CL00859,Corporate,Investment_Rental,UAE,Asia_Pacific,Industrial,51.0,33174,2143683,,1917091,17,7,Medium
